work_key,doi,title,venue,publication_date,date_precision,source_month,type
10.34133/energymatadv.0187,10.34133/energymatadv.0187,Amidinium-Enhanced Charge Dissociation in Homogeneous Quasi-2-Dimensional Perovskite Solar Cells,Energy Material Advances,2025-01-01,year,,article
10.1039/d4ta08267b,10.1039/d4ta08267b,Trimetallic spinel NiCo 2− x Mo x O 4 oxygen evolution catalyst enabling bias-free solar water splitting with inverted perovskite solar cells,Journal of Materials Chemistry A,2025-01-01,year,,article
10.1039/d4ta08811e,10.1039/d4ta08811e,Suppressing the penetration of 2D perovskites for enhanced stability of perovskite solar cells,Journal of Materials Chemistry A,2025-01-01,year,,article
10.1039/d5mh00540j,10.1039/d5mh00540j,Alloying multiple halide perovskites on the same sublattice in search of stability and target band gaps,Materials Horizons,2025-01-01,year,,article
10.1039/d5ee04601g,10.1039/d5ee04601g,A universal strategy toward homogenized metal oxide/perovskite contact for efficient solar cells and modules fabricated in ambient air,Energy & Environmental Science,2025-01-01,year,,article
10.34133/energymatadv.0305,10.34133/energymatadv.0305,Structural Design and Applications of Chiral Perovskites,Energy Material Advances,2025-01-01,year,,article
10.1039/d5ta04267d,10.1039/d5ta04267d,Exploring metal halide perovskites as active architectures in energy storage systems,Journal of Materials Chemistry A,2025-01-01,year,,article
10.1039/d5ra02254a,10.1039/d5ra02254a,Enhanced structural and optoelectronics performance of perovskite solar cells via MnSe 2 incorporation in a MAPbI 3 absorber layer,RSC Advances,2025-01-01,year,,article
10.1039/d5ee00735f,10.1039/d5ee00735f,Radical scavenger-driven oxidation prevention and structural stabilization for efficient and stable tin-based perovskite solar cells,Energy & Environmental Science,2025-01-01,year,,article
10.1039/d5ta02187a,10.1039/d5ta02187a,Versatile roles of functionalized fullerenes in perovskite solar cells,Journal of Materials Chemistry A,2025-01-01,year,,article
10.1039/d5ra03835a,10.1039/d5ra03835a,Solvent-mediated crystallization and defect passivation mechanisms in ambient-air MAPbI 3 films: a combined experimental and simulation study,RSC Advances,2025-01-01,year,,article
10.1039/d5ee00897b,10.1039/d5ee00897b,Local phase-modulated heterostructures for perovskite solar cells with high-efficiency and ultra-stability,Energy & Environmental Science,2025-01-01,year,,article
10.1039/d5ta04556h,10.1039/d5ta04556h,Passivating defects and optimizing interfaces to boost the comprehensive performance of carbon-cathode hole-transport-layer-free CsPbI 2 Br solar cells via an ionic liquid,Journal of Materials Chemistry A,2025-01-01,year,,article
10.1039/d5nj02449h,10.1039/d5nj02449h,"Comprehensive investigation of the structural, mechanical, optical, and thermoelectric properties and photovoltaic performance of lead-free novel Li 2 PdCl 6 and Na 2 PdCl 6 using DFT and SCAPS-1D simulations",New Journal of Chemistry,2025-01-01,year,,article
10.1039/d5sc05266a,10.1039/d5sc05266a,Towards commercialization: perspectives and challenges of solution-processed perovskite-based tandem photovoltaics,Chemical Science,2025-01-01,year,,article
10.1039/d5el00021a,10.1039/d5el00021a,"Tuning substrate temperature for enhanced vacuum-deposited wide-bandgap perovskite solar cells: insights from morphology, charge transport, and drift-diffusion simulations",EES solar.,2025-01-01,year,,article
10.1039/d5tc01909e,10.1039/d5tc01909e,Molecular tailoring of 2PACz SAMs via substituent design enables efficient inverted p–i–n perovskite solar cells,Journal of Materials Chemistry C,2025-01-01,year,,article
10.1039/d5el00099h,10.1039/d5el00099h,Optimizing 2D passivation for enhancing performance of fully air-processed carbon electrode-based perovskite solar cells,EES solar.,2025-01-01,year,,article
10.1039/d5ee02619a,10.1039/d5ee02619a,Halogenated polystyrene derivatives passivate and prevent volatilization in inverted perovskite solar cells,Energy & Environmental Science,2025-01-01,year,,article
10.1039/d4ta08074b,10.1039/d4ta08074b,Boosting the efficiency and stability of two-step perovskite solar cells by a hydroxylamine-driven additive strategy,Journal of Materials Chemistry A,2025-01-01,year,,article
10.1039/d5se00293a,10.1039/d5se00293a,Efficient and durable perovskite photovoltaics using dibenzothiophene arylamine derivatives for indoor energy harvesting,Sustainable Energy & Fuels,2025-01-01,year,,article
10.1039/d4se01744g,10.1039/d4se01744g,Chloride-improved crystallization in sequentially vacuum-deposited perovskites for p–i–n perovskite solar cells,Sustainable Energy & Fuels,2025-01-01,year,,article
10.1039/d5ta04393j,10.1039/d5ta04393j,Tailoring self-assembled monolayers with post-assembly nicotinic acids for efficient and ultraviolet stable inverted perovskite solar cells,Journal of Materials Chemistry A,2025-01-01,year,,article
10.1039/d5el00040h,10.1039/d5el00040h,Drift-diffusion modeling of perovskite solar cells: past and future possibilities,EES solar.,2025-01-01,year,,article
10.34133/research.0892,10.34133/research.0892,Heterointeraction-Induced Nucleation Promoting Vertical Growth and Suppressing Phase Separation for Efficient Wide-Bandgap Perovskite Solar Cells and Tandem Devices,Research,2025-01-01,year,,article
10.1039/d5cs00937e,10.1039/d5cs00937e,From halide perovskite nanocrystals to supercrystals: fundamentals and applications,Chemical Society Reviews,2025-01-01,year,,article
10.1039/d5se00738k,10.1039/d5se00738k,"The role of perovskite composition, dimensionality, and additives in lead-free perovskite solar cell longevity: a review",Sustainable Energy & Fuels,2025-01-01,year,,article
10.1039/d5ra07162c,10.1039/d5ra07162c,Comprehensive first-principles analysis and device simulations of vacancy-ordered D 2 CeX 6 double perovskites for high-efficiency lead-free solar cells,RSC Advances,2025-01-01,year,,article
10.1039/d5ee00004a,10.1039/d5ee00004a,Isomeric selenasumanene-pyridine-based hole-transporting materials for inverted perovskite solar cells,Energy & Environmental Science,2025-01-01,year,,article
10.1039/d5qm00255a,10.1039/d5qm00255a,Surface and grain boundary passivation using tetraphenylethylene derivative for high-performance perovskite solar cell,Materials Chemistry Frontiers,2025-01-01,year,,article
10.1039/d5ta05906b,10.1039/d5ta05906b,Coordination force-led multifunctional molecules for efficient perovskite solar cells,Journal of Materials Chemistry A,2025-01-01,year,,article
10.1039/d5se00873e,10.1039/d5se00873e,Advances and strategies in scalable coating techniques for flexible perovskite solar cells,Sustainable Energy & Fuels,2025-01-01,year,,article
10.1039/d5sc05563f,10.1039/d5sc05563f,Rigid-flexible coupling: exquisite modulation of asymmetrical spiro-type hole-transporting materials toward efficient and stable perovskite solar cells,Chemical Science,2025-01-01,year,,article
10.1039/d5ee05421d,10.1039/d5ee05421d,Unveiling the single-solvent vacuum-flash process for high-efficiency perovskite solar cells,Energy & Environmental Science,2025-01-01,year,,article
10.1039/d5ra00242g,10.1039/d5ra00242g,"Computational screening of appealing perspectives of indium-based halide double perovskites In 2 AgSbX 6 (X = Cl, Br, and I) for energy harvesting technologies",RSC Advances,2025-01-01,year,,article
10.1016/j.jallcom.2025.178501,10.1016/j.jallcom.2025.178501,Boosting efficiency and long-lifespan in perovskite solar cells via 2D-MXene/Janus MoSSe integration,Journal of Alloys and Compounds,2025-01-01,year,,article
10.1109/access.2025.3558867,10.1109/access.2025.3558867,Highly Efficient Perovskite Heterojunction Solar Cell With Dual Absorber Layers for State of Art Photovoltaic Technologies,IEEE Access,2025-01-01,year,,article
10.1039/d4ra09093d,10.1039/d4ra09093d,"Newly predicted halide perovskites Mg 3 AB 3 (A = N, Bi; B = F, Br, I) for next-generation photovoltaic applications: a first-principles study",RSC Advances,2025-01-01,year,,article
10.1016/j.jclepro.2025.144651,10.1016/j.jclepro.2025.144651,Economic and environmental feasibility evaluation study of hydrometallurgical recycling methods for perovskite solar cells,Journal of Cleaner Production,2025-01-01,year,,article
10.1039/d4ta08899a,10.1039/d4ta08899a,Influence of acceptor/donor densities and layer thicknesses on the efficiency of 2D ZnO/BFO/spiro-OMeTAD perovskite solar cells: a COMSOL simulation-based optimization,Journal of Materials Chemistry A,2025-01-01,year,,article
10.1039/d4ta07975b,10.1039/d4ta07975b,Phenothiazine-based self-assembled monolayers for efficient tin perovskite solar cells with Co-cations,Journal of Materials Chemistry A,2025-01-01,year,,article
10.1039/d4se01271b,10.1039/d4se01271b,Theoretical estimation to double the performance of perovskite solar cells using a graded absorber layer,Sustainable Energy & Fuels,2025-01-01,year,,article
10.1039/d5ta01546d,10.1039/d5ta01546d,Enhancing the stability of air-processed perovskite solar cells through a self-healing polymer with dynamic molecular locks for grain boundary engineering,Journal of Materials Chemistry A,2025-01-01,year,,article
10.1039/d4nj03622k,10.1039/d4nj03622k,ETL engineering in lead-free new Ca 3 PBr 3 perovskite type structure of anti-perovskite derivative material for stable and effective photovoltaic solar cells,New Journal of Chemistry,2025-01-01,year,,article
10.1039/d5nj01233c,10.1039/d5nj01233c,Improving the performance of mixed halide perovskite solar cells through crystal engineering and the alignment of energy band edges,New Journal of Chemistry,2025-01-01,year,,article
10.1039/d5ra03487f,10.1039/d5ra03487f,"First-principles investigation and photovoltaic assessment of Cs 2 SnZ 6 (Z = Cl, Br, I) lead-free perovskites for future solar technologies",RSC Advances,2025-01-01,year,,article
10.1039/d5ee03475b,10.1039/d5ee03475b,Bottom directional deposition perovskite heterojunctions for efficient and stable lead halide perovskite/silicon tandem solar cells,Energy & Environmental Science,2025-01-01,year,,article
10.1016/j.surfin.2025.105743,10.1016/j.surfin.2025.105743,Modifying the buried PEDOT:PSS/perovskite interface by dual-functional material to optimize the performance of pure Sn-based Perovskite Solar Cells,Surfaces and Interfaces,2025-01-01,year,,article
10.1109/access.2025.3538333,10.1109/access.2025.3538333,Improved Efficiency and Reliability of a Single-Stage Solar Water Pumping System,IEEE Access,2025-01-01,year,,article
10.1155/amse/7134012,10.1155/amse/7134012,Performance Analysis of Sr 3 SbI 3 ‐Based Perovskite Solar Cell Using SCAPS‐1D Software,Advances in Materials Science and Engineering,2025-01-01,year,,article
10.1039/d5nr00364d,10.1039/d5nr00364d,"Enhancing perovskite solar cell efficiency and stability: a multimodal prediction approach integrating microstructure, composition, and processing technology",Nanoscale,2025-01-01,year,,article
10.1039/d5cc02789f,10.1039/d5cc02789f,"Anthracene-terminated, self-assembled hole-transport monolayer for perovskite solar cells",Chemical Communications,2025-01-01,year,,article
10.1039/d5se00002e,10.1039/d5se00002e,Evolving solar cell manufacturing: the promising outlook of open-air perovskite printing,Sustainable Energy & Fuels,2025-01-01,year,,article
10.1039/d4sc07955h,10.1039/d4sc07955h,"Advancements and prospects for eco-friendly, high-performance silver bismuth halide solar cells",Chemical Science,2025-01-01,year,,article
10.1039/d5ta01267h,10.1039/d5ta01267h,Boosting the efficiency of lead-free MASnI 3 perovskite solar cells through a bilayer CIGS structure approximating a gradient bandgap distribution,Journal of Materials Chemistry A,2025-01-01,year,,article
10.1039/d5na00217f,10.1039/d5na00217f,Synthesis of CsPbBr 3 decorated ZIF-8 nanocomposite for enhanced photocatalytic performance,Nanoscale Advances,2025-01-01,year,,article
10.1039/d5nr01894c,10.1039/d5nr01894c,Fullerene-driven photocarrier processes in perovskite solar cells: recent advances,Nanoscale,2025-01-01,year,,article
10.1039/d5na00441a,10.1039/d5na00441a,Petroleum coke-derived graphene as a low-cost electrode material for efficient perovskite solar cells,Nanoscale Advances,2025-01-01,year,,article
10.1039/d5ra03492b,10.1039/d5ra03492b,Optimization of short-circuit current density for tailored active region in BiFeO 3 layer: a computational step into 3rd generation perovskite solar cells,RSC Advances,2025-01-01,year,,article
10.1039/d4tc04398g,10.1039/d4tc04398g,Boosting charge transfer with MoS 2 -grafted MXene interlayers for high-efficiency all-inorganic CsPbBr 3 perovskite solar cells with an ultrahigh voltage of 1.701 V,Journal of Materials Chemistry C,2025-01-01,year,,article
10.1039/d4ta08465a,10.1039/d4ta08465a,Integrated passivation strategy using multifunctional additives for tin–lead mixed perovskite solar cells,Journal of Materials Chemistry A,2025-01-01,year,,article
10.1039/d4el00034j,10.1039/d4el00034j,Mechanochemical pretreatment of tin iodide perovskite precursors: effects of grinding temperature and time on solar cell performance,EES solar.,2025-01-01,year,,article
10.1016/j.cej.2025.159876,10.1016/j.cej.2025.159876,Fluorine-substituted bifunctional molecules for enhanced perovskite solar cell performance,Chemical Engineering Journal,2025-01-01,year,,article
10.1039/d4tc05093b,10.1039/d4tc05093b,Regulating crystallization in wide-bandgap perovskite with removable additives for an expanded processing window contributes to efficient tandem solar cells,Journal of Materials Chemistry C,2025-01-01,year,,article
