work_key,doi,title,venue,venue_type,publication_date,type,lang,axis_primary,axis_secondary,lens,mechanism_centrality,first_author_institution,cited_by_count,oa_status,in_depth_tier
10.1007/s11426-025-3057-4,10.1007/s11426-025-3057-4,High-entropy wide bandgap tin perovskites for single junction and perovskite-silicon tandem solar cells,Science China Chemistry,journal,2026-01-08,article,en,,,,,Shanghaitech University,2,closed,0
10.3389/fphy.2025.1754822,10.3389/fphy.2025.1754822,Dome-shaped nanostructured wide-bandgap perovskite for tandem solar cell applications,Frontiers in Physics,journal,2026-01-08,article,en,,,,,Zewail City Of Science And Technology,1,gold,0
10.1002/adma.202518582,10.1002/adma.202518582,Coffee‐Ring‐Engineered Interfacial Layer Enables Fluid‐Locking for Scalable Perovskite Photovoltaics,Advanced Materials,journal,2026-01-08,article,en,,,,,Nanchang University,1,bronze,1
10.1142/s0217979226500426,10.1142/s0217979226500426,"Bismuth doping enhances the stability, safety and efficiency of the double perovskite Cs 2 AgScBr 6 : A first-principles journey toward high performance",International Journal of Modern Physics B,journal,2026-01-08,article,en,,,,,Panca Bhakti University,1,closed,0
10.21203/rs.3.rs-8070036/v1,10.21203/rs.3.rs-8070036/v1,Improved compactness of self-assembled monolayers through Coulomb interaction enables highly efficient and stable perovskite solar cells,Research Square,repository,2026-01-08,preprint,en,,,,,Hong Kong Polytechnic University,2,green,0
10.1016/j.chphi.2026.101008,10.1016/j.chphi.2026.101008,"From static to tunable: Strain-engineered functional modulation in Mg3PX3(X = I, Br, Cl, and F) inorganic perovskites using first-principles calculations",Chemical Physics Impact,journal,2026-01-08,article,en,,,,,National,0,gold,0
10.1016/j.renene.2026.125220,10.1016/j.renene.2026.125220,Nanostructure-enabled current matching improvement in 3D layer-engineered all-perovskite tandem solar cells,Renewable Energy,journal,2026-01-08,article,en,,,,,,0,closed,0
10.6084/m9.figshare.31023905,10.6084/m9.figshare.31023905,Controlling crystallization temperature and morphology of FAPbI3 thin films via solvent engineering,Figshare,repository,2026-01-08,article,en,,,,,,0,green,0
10.6084/m9.figshare.31023905.v1,10.6084/m9.figshare.31023905.v1,Controlling crystallization temperature and morphology of FAPbI3 thin films via solvent engineering,Figshare,repository,2026-01-08,article,en,,,,,,0,green,0
10.31635/ccschem.025.202507064,10.31635/ccschem.025.202507064,Functional Fullerene Electron Transport Material Beyond PC61BM for Efficient Inverted Perovskite Solar Cells,CCS Chemistry,journal,2026-01-08,article,en,,,,,,0,diamond,0
10.1016/j.optmat.2026.117871,10.1016/j.optmat.2026.117871,Interfacial bidentate passivation by a hydrophobic bipyridine molecule for boosting the performance of perovskite solar cells,Optical Materials,journal,2026-01-08,article,en,,,,,Nanjing University Of Science And Technology,0,closed,0
10.1364/ao.586383,10.1364/ao.586383,High-efficiency perovskite solar cells: dual-absorber design featuring embedded core–shell plasmonic nanoparticles,Applied Optics,journal,2026-01-08,article,en,,,,,,0,closed,0
10.57647/jtap.2026.2004.04,10.57647/jtap.2026.2004.04,Breakthrough 31.25% Efficiency in Lead-Free Double Perovskite Tandem Solar Cells: A Novel Cs₂AgBi₀.₇₅Sb₀.₂₅Br₆/CsSnI₃ Design via SCAPS-1D Simulation,OICC Press Journals,repository,2026-01-08,article,en,,,,,University Of Babylon,0,green,0
10.1021/acsenergylett.5c03742,10.1021/acsenergylett.5c03742,Boosting Tin-Perovskite Solar Cell Efficiency Using Direct Arylation Polymerized n-Type Organic Semiconductors As Superior Electron-Transporting Layers,ACS Energy Letters,journal,2026-01-09,article,en,,,,,City University Of Hong Kong,7,closed,0
10.1002/adom.202503237,10.1002/adom.202503237,Spectroscopic Ellipsometry Characterization and Radiative Limit Modeling of Bismuth‐Based Perovskite‐Inspired Absorbers for Indoor Photovoltaics,Advanced Optical Materials,journal,2026-01-09,article,en,,,,,University Of Turku,2,hybrid,0
10.1007/s11082-025-08633-y,10.1007/s11082-025-08633-y,Enhancing optical absorption and efficiency of perovskite solar cells using embedded ag nanoparticles array and ITO moth-eye anti-reflective layers,Optical and Quantum Electronics,journal,2026-01-09,article,en,,,,,Hengyang Normal University,1,closed,0
10.1016/j.cej.2026.172816,10.1016/j.cej.2026.172816,Multi-site passivation with pyridine-based derivatives via vacuum-flash assistance for efficient p-i-n perovskite solar cells,Chemical Engineering Journal,journal,2026-01-09,article,en,,,,,Sun Yat-sen University,1,closed,0
10.26434/chemrxiv-2026-bxv8r,10.26434/chemrxiv-2026-bxv8r,Singlet Fission Enables Triplet Sensitization of Narrow Gap Hybrid Perovskites,ChemRxiv,repository,2026-01-09,preprint,en,,,,,North Carolina State University,0,green,1
10.1016/j.solidstatesciences.2026.108227,10.1016/j.solidstatesciences.2026.108227,Fabrication and performance of MAPbI3 perovskite solar cells under extreme humidity conditions: A spin-coating approach,Solid State Sciences,journal,2026-01-09,article,en,,,,,,0,closed,0
10.1016/j.nexres.2026.101319,10.1016/j.nexres.2026.101319,"Integrating renewable energy systems for sustainable urban development: A comprehensive analysis of technology, policy, and economic impacts",Next research.,journal,2026-01-09,article,en,,,,,Ankara Yıldırım Beyazıt University,0,closed,0
10.1038/s41467-025-68214-1,10.1038/s41467-025-68214-1,A self-assembled molecule directs ordered α-FAPbI3 for n-i-p perovskite solar cells,Nature Communications,journal,2026-01-10,article,en,,,,,Nanjing Tech University,13,gold,0
10.1002/aenm.202506630,10.1002/aenm.202506630,Crystal Growth Regulation and Iodine Management for High Performance Inverted Inorganic Perovskite Solar Cells,Advanced Energy Materials,journal,2026-01-10,article,en,,,,,Tianjin University Of Technology,9,closed,1
10.1016/j.ssc.2026.116320,10.1016/j.ssc.2026.116320,Random forest algorithm assisted ML modelling of perovskite solar cell: Optimization of HTL and absorber layer with efficiency more than 26 %,Solid State Communications,journal,2026-01-10,article,en,,,,,Deen Dayal Upadhyaya Gorakhpur University,7,closed,0
10.1002/adma.202521104,10.1002/adma.202521104,CdTe Quantum Dots Encapsulated on Perovskite Grains Enable Highly Efficient and Stable Perovskite Solar Cells,Advanced Materials,journal,2026-01-10,article,en,,,,,Hong Kong Polytechnic University,7,hybrid,0
10.1002/adfm.202524231,10.1002/adfm.202524231,Buried Interface Modification Using PEACl for Efficient and Stable Inverted Solar Cells,Advanced Functional Materials,journal,2026-01-10,article,en,,,,,Shenzhen,4,closed,1
10.1007/s11082-025-08650-x,10.1007/s11082-025-08650-x,"Ab-initio study of the structural, mechanical, electronic, optical, and thermal characteristics of lead-free double perovskites Cs₂TlAX₆ (A = As, Sb; X = Cl, Br, I) under hydrostatic pressure",Optical and Quantum Electronics,journal,2026-01-10,article,en,,,,,Pabna University Of Science And Technology,2,closed,0
10.1016/j.susmat.2026.e01853,10.1016/j.susmat.2026.e01853,Recent progress in buried Interface engineering for n-i-p perovskite solar cells,Sustainable materials and technologies,journal,2026-01-10,article,en,,,,,Beijing,1,closed,0
10.1016/j.nexres.2026.101334,10.1016/j.nexres.2026.101334,Improving the efficiency of MABiI3-based perovskite solar cells using SCAPS-1D and machine learning methods,Next research.,journal,2026-01-10,article,en,,,,,Islamic University,1,closed,0
10.1002/aenm.202506140,10.1002/aenm.202506140,Chiral Molecular Engineering for Synergistic Defect Passivation and Phase Stabilization Enables 22.19%‐Efficient Inorganic Perovskite Solar Cells,Advanced Energy Materials,journal,2026-01-11,article,en,,,,,,10,closed,1
10.1016/j.cej.2026.172888,10.1016/j.cej.2026.172888,Porous Eu-ox metal–organic framework enabling open-channel carrier transport and durable Pb2+ immobilization in perovskite solar cells,Chemical Engineering Journal,journal,2026-01-11,article,en,,,,,Ludong University,0,closed,0
10.1002/pip.70069,10.1002/pip.70069,Photovoltaics Literature Survey (No. 205),Progress in Photovoltaics Research and Applications,journal,2026-01-11,article,en,,,,,Unsw Sydney,0,bronze,1
10.1016/j.mtcomm.2026.114657,10.1016/j.mtcomm.2026.114657,"DFT-based investigation of thermal, dynamic, mechanical, optoelectronic, and strain-engineered properties of a novel lead-free Na3SeBr inorganic anti-perovskite compound and achieving over 29 % photovoltaic efficiency",Materials Today Communications,journal,2026-01-11,article,en,,,,,National,0,hybrid,0
10.1002/adma.202517596,10.1002/adma.202517596,Ion‐Defect Dual Management for Achieving Efficient Air‐Processed Perovskite Solar Cells With Certified Efficiency 27.1%,Advanced Materials,journal,2026-01-12,article,en,,,,,Hebei University Of Technology,39,closed,1
10.1016/j.matchemphys.2026.132060,10.1016/j.matchemphys.2026.132060,"Experimental investigation of structure, morphology, and optical properties of lead-free halide double perovskites K2XBiBr6 (X=Na, Ag, and Cu) for photovoltaic applications",Materials Chemistry and Physics,journal,2026-01-12,article,en,,,,,Government College University Lahore,22,closed,0
10.1002/adma.202521338,10.1002/adma.202521338,Synergistic Engineering of Molecular Asymmetry and Short Linkers Enables High‐Performance Hole‐Selective Contacts in Perovskite Solar Cells,Advanced Materials,journal,2026-01-12,article,en,,,,,Southern University Of Science And Technology,9,closed,0
10.1002/adfm.202531713,10.1002/adfm.202531713,Phase‐Segregation Engineering of Binary Metal Selenide Heterojunctions on 3D N‐Doped Carbon Cubes: Boosting Carrier Transport via Electron‐Rich Field for High‐Performance Photovoltaics,Advanced Functional Materials,journal,2026-01-12,article,en,,,,,Xi'an University Of Architecture And Technology,5,closed,0
10.1002/smll.202512469,10.1002/smll.202512469,Multifunctional Cellulose Derivative Enables Efficient and Stable Wide‐Bandgap Perovskite Solar Cells by Inhibiting Ion Migration,Small,journal,2026-01-12,article,en,,,,,Kunming University Of Science And Technology,4,closed,1
10.1038/s41467-025-65445-0,10.1038/s41467-025-65445-0,"A tin fluoride-free, efficient and durable tin-lead perovskite solar cell",Nature Communications,journal,2026-01-12,article,en,,,,,East China Normal University,3,gold,0
10.1021/acs.jpclett.5c03597,10.1021/acs.jpclett.5c03597,Tailoring Band Alignment toward a Type-I to Type-II Transition via Composition Engineering in Layered Perovskite Heterostructures,The Journal of Physical Chemistry Letters,journal,2026-01-12,article,en,,,,,Chongqing University Of Posts And Telecommunications,2,closed,1
10.1021/acsenergylett.5c03689,10.1021/acsenergylett.5c03689,Compositional Analysis of Metal Halide Perovskites: Insight into the Coevaporation Process via Nuclear Magnetic Resonance and X-ray Fluorescence Spectroscopy,ACS Energy Letters,journal,2026-01-12,article,en,,,,,Helmholtz-zentrum Berlin Für Materialien Und Energie,2,hybrid,0
10.1016/j.jpcs.2026.113531,10.1016/j.jpcs.2026.113531,Lead-free RbSnCl3-Based halide perovskites for solar-to-hydrogen conversion: Insights from DFT calculations,Journal of Physics and Chemistry of Solids,journal,2026-01-12,article,en,,,,,Mohammed V University,2,closed,0
10.1016/j.solener.2026.114313,10.1016/j.solener.2026.114313,Advances and outlook of perovskite solar cells via spray coating technologies,Solar Energy,journal,2026-01-12,article,en,,,,,Beijing University Of Civil Engineering And Architecture,2,closed,0
10.1088/1402-4896/ae3701,10.1088/1402-4896/ae3701,Optimization and design strategies for enhancing the efficiency and stability of Cs 2 AgInBr 6 -based perovskite solar cells,Physica Scripta,journal,2026-01-12,article,en,,,,,Babasaheb Bhimrao Ambedkar University,2,closed,0
10.3390/mi17010099,10.3390/mi17010099,PN Tandem Solar Cells Based on Combination of Dye-Sensitized TiO2 Photoanode and Perovskite-Sensitized NiO Photocathode,Micromachines,journal,2026-01-12,article,en,,,,,Hefei University Of Technology,1,gold,0
10.1021/acsami.5c23725,10.1021/acsami.5c23725,A Novel and Effective Strategy for Reducing the Surface Roughness of CIGS Bottom Cells by SAS Annealing in Perovskite/CIGS Tandem Solar Cells,ACS Applied Materials & Interfaces,journal,2026-01-12,article,en,,,,,North University Of China,1,closed,0
10.31436/iiumej.v27i1.3898,10.31436/iiumej.v27i1.3898,Performance Investigation and Efficiency Enhancement of Eco-Friendly Tin-Based CH3NH3SnI3 Perovskite Solar Cell via SCAPS-1D,IIUM Engineering Journal,journal,2026-01-12,article,en,,,,,Hajee Mohammad Danesh Science And Technology University,1,gold,0
10.1016/j.jpowsour.2026.239288,10.1016/j.jpowsour.2026.239288,Reclaiming UV losses as usable power in perovskite solar cells via lanthanide-doped strontium titanate nanophosphor,Journal of Power Sources,journal,2026-01-12,article,en,,,,,Sri Sivasubramaniya Nadar,0,closed,0
10.20517/jmi.2025.41,10.20517/jmi.2025.41,The synergy of geometric tolerance factor and machine learning in discovering stable materials,Journal of Materials Informatics,journal,2026-01-12,article,en,,,,,,0,hybrid,0
10.1063/5.0302581,10.1063/5.0302581,A low-cost green mixed antisolvent strategy for strain-release and defect-reduction toward efficient perovskite solar cells,Applied Physics Letters,journal,2026-01-12,article,en,,,,,Nanjing University Of Posts And Telecommunications,0,closed,0
10.1016/j.jpowsour.2026.239317,10.1016/j.jpowsour.2026.239317,Synchronous excess PbI2 removal and grain boundary healing for efficient and stable perovskite solar cells,Journal of Power Sources,journal,2026-01-12,article,en,,,,,Zhejiang Sci-tech University,0,closed,0
10.1002/smll.202508334,10.1002/smll.202508334,Azetidinium Chloride‐Assisted Early Crystallization and Defect Passivation via Wet‐Film Treatment in CsPbI 3 Perovskite Solar Cells,Small,journal,2026-01-12,article,en,,,,,North China Electric Power University,0,bronze,1
10.48550/arxiv.2601.07755,10.48550/arxiv.2601.07755,Resolving the energy alignment between methylammonium lead iodide and C60: an in-situ photoelectron spectroscopy study,arXiv (Cornell University),repository,2026-01-12,preprint,en,,,,,,0,green,1
resolving the energy alignment between methylammonium lead iodide and c60 an in situ photoelectron spectroscopy study|garcía‐fernández,,Resolving the energy alignment between methylammonium lead iodide and C60: an in-situ photoelectron spectroscopy study,arXiv (Cornell University),repository,2026-01-12,preprint,en,,,,,Universidade Da Coruña,0,green,0
10.65405/ssdygw34,10.65405/ssdygw34,"Perovskite–Quantum Dot Structures in Solar Cells: Materials, Properties and Emerging Trends",Comprehensive Journal of Science,journal,2026-01-12,article,en,,,,,Universidade De São Paulo,0,hybrid,0
